ALTER,GESCHLECHT,RASSE1,RASSE1_MISCHLING,GEBURTSJAHR_HUND,GESCHLECHT_HUND,HUNDEFARBE
61-70,w,Tibetan Spaniel,,2005,w,sable
61-70,w,Tibetan Spaniel,,2006,w,rotbraun
61-70,w,Tibetan Spaniel,,2000,m,braun
31-40,w,Malteser,,2006,m,weiss
41-50,w,Mischling gross,,2015,m,schwarz/braun/weiss
31-40,w,Malteser,,2015,m,weiss
31-40,w,Malteser,,2015,w,weiss
71-80,w,Skye Terrier,,2014,w,schwarz gestromt
31-40,w,West Highland White Terrier,,2009,m,weiss
Nov-20,w,Chihuahua,,2012,w,beige
31-40,m,Havaneser,Mischling,2008,w,grau
Nov-20,w,Labrador Retriever,,2015,m,blondfarben
61-70,w,Shih Tzu,,2005,w,weiss/braun
31-40,w,Boston Terrier,,2015,w,weiss gestromt
71-80,w,Chihuahua,,2014,m,braun
31-40,m,Irish Terrier,,2007,m,blondfarben
31-40,m,West Highland White Terrier,,2015,w,weiss
31-40,m,Mops,,2015,m,beige
51-60,w,Tibet Terrier,,2013,m,schwarz/weiss
41-50,w,Yorkshire Terrier,,2011,m,schwarz
51-60,w,Pomeranian,,2015,w,hellbraun
31-40,w,Mischling gross,,2007,m,schwarz
31-40,w,Parson Russell Terrier,,2015,w,weiss
81-90,w,Schäfer,Mischling,2002,w,grau
41-50,w,Malteser,,2015,m,weiss
51-60,w,Labradoodle,,2015,m,choco
61-70,w,Golden Retriever,,2015,m,golden
31-40,w,Mops,,2015,m,sable
41-50,w,Mops,,2014,m,beige
41-50,w,Labrador Retriever,,2015,w,schwarz
21-30,w,Dackel,,2015,m,braun
31-40,m,Mischling gross,,2013,w,schwarz/braun
61-70,m,Portugiesischer Wasserhund,,2015,m,schwarz/weiss
31-40,w,Shih Tzu,,2007,w,schwarz/weiss
21-30,w,Dogo Argentino,,2015,w,weiss
41-50,w,English Setter,,2010,w,weiss/schwarz
61-70,w,Labrador Retriever,,2015,m,sandfarbig
31-40,w,Australian Shepherd,,2007,m,tricolor
31-40,w,Australian Shepherd,,2010,w,rot/weiss
21-30,m,Französische Bulldogge,,2015,w,schwarz
41-50,w,Old Englische Bulldogge,,2015,m,weiss
41-50,m,Boston Terrier,,2007,m,brindle
51-60,w,Pudel,,2010,w,schwarz
41-50,w,Labrador Retriever,,2015,w,rot
21-30,w,Chihuahua,,2016,w,creme
21-30,w,Chihuahua,,2015,m,wildfarbig
31-40,w,Mischling klein,,2007,m,schwarz/weiss
31-40,m,Mischling klein,,2015,m,schwarz/weiss
41-50,w,Zwergpinscher,,2009,m,braun
21-30,m,Chihuahua,,2009,w,weiss/blau
31-40,w,Cavalier King Charles Spaniel,,2013,m,ruby
31-40,w,Jack Russel Terrier,Mischling,2013,m,tricolor
41-50,w,Yorkshire Terrier,,2013,w,schwarz/braun
31-40,w,Mischling klein,,2015,m,hellbraun
51-60,w,Norwich Terrier,,2013,w,black/tan
21-30,m,Pointer,Mischling,2016,m,schwarz
41-50,w,Foo Dog gross,,2015,w,schwarz/silber
51-60,w,Parson Jack Russell Terrier,,2015,m,tricolor
31-40,w,Labrador Retriever,,2015,m,schwarz
51-60,m,Pomeranian,,2015,m,orange
41-50,m,Französische Bulldogge,,2015,m,schwarz gestromt
51-60,w,Malinois,,2009,w,choco
51-60,w,Galgo,,2013,w,gestromt
51-60,w,Jack Russel Terrier,,2003,w,weiss/beige
51-60,m,Zwergspitz,,2015,m,weiss/schwarz
51-60,w,Dachshund,,2012,m,braun
51-60,w,Dachshund,,2015,m,braun
21-30,m,Chihuahua,Mischling,2015,w,schwarz/weiss
21-30,w,Französische Bulldogge,,2015,m,weiss/braun
31-40,m,Vizsla,Mischling,2015,w,blondfarben
41-50,w,Mischling klein,,2008,m,braun
51-60,m,Zwergpinscher,,2013,m,schwarz/braun
21-30,w,Cavalier King Charles Spaniel,,2010,w,schwarz/braun
41-50,w,Chihuahua,,2014,m,rot/weiss
31-40,m,Golden Retriever,,2012,w,golden
21-30,w,Mischling klein,,2010,w,weiss/schwarz
31-40,w,Mischling klein,,2010,w,schwarz
41-50,w,Mischling klein,,2015,w,beige/weiss
31-40,w,Pekingese,,2015,w,braun/schwarz
31-40,m,Malinois,,2012,w,braun/schwarz
31-40,m,Französische Bulldogge,,2015,w,weiss
71-80,w,Mops,,2011,m,beige
51-60,w,Bolonka Zwetna,,2016,w,schwarz
81-90,w,Deutscher Schäfer,,2007,w,schwarz/gelb
51-60,w,Beagle,,2014,w,tricolor
71-80,w,Bolonka Zwetna,,2012,m,zobel
41-50,w,Malteser,,2010,m,weiss
21-30,m,Mops,,2014,w,beige
31-40,w,Parson Jack Russell Terrier,,2011,m,vierfarbig
21-30,w,Akita Inu,,2015,m,weiss/beige
21-30,w,Mischling gross,,2013,w,schwarz
31-40,m,Chihuahua,,2012,w,beige
31-40,w,Yorkshire Terrier,,2012,w,black/tan
Nov-20,w,Yorkshire Terrier,,2016,m,black/tan
21-30,w,Französische Bulldogge,,2015,w,weiss/schwarz
41-50,w,Chihuahua,,2015,w,braun/weiss
21-30,w,Mischling gross,,2015,w,schwarz/weiss
41-50,m,Zwergspitz,,2015,w,orange
51-60,m,Yorkshire Terrier,,2007,m,beige/schwarz
21-30,w,Zwergpinscher,,2007,m,rehbraun
21-30,w,Golden Retriever,,2009,m,golden
21-30,w,Mischling gross,,2009,w,blondfarben
41-50,m,Old Englische Bulldogge,,2015,w,braun
31-40,m,Ratenero Bodeguero,,2014,m,schwarz/weiss
21-30,w,Mischling gross,,2012,m,weiss/braun/schwarz
51-60,w,Mischling klein,,2011,w,schwarz/weiss
41-50,m,Kangal,,2016,m,creme
41-50,m,Rehpinscher,,2015,m,braun/schwarz
41-50,m,Bolonka Zwetna,,2015,m,zobel
31-40,w,Goldendoodle,,2015,w,weiss/beige
31-40,w,Yorkshire Terrier,,2015,w,braun
31-40,w,Französische Bulldogge,,2015,m,weiss
41-50,m,Yorkshire Terrier,,2012,w,blue/tan
31-40,m,Magyar Viszla,,2009,w,gelb
31-40,w,Mischling klein,,2014,w,schwarz/braun
41-50,w,Cavalier King Charles Spaniel,,2015,m,tricolor
21-30,w,Französische Bulldogge,,2015,m,fawn
51-60,m,Scottish Terrier,,2014,m,blondfarben
61-70,m,Bolonka Zwetna,,2015,m,rotbraun
21-30,m,Old Englische Bulldogge,,2015,w,weiss gestromt
21-30,m,Husky,Mischling,2012,w,weiss
41-50,m,Französische Bulldogge,,2014,m,beige
31-40,m,Zwergpinscher,,2012,w,hellbraun
21-30,w,Ratenero Bodeguero,,2012,m,tricolor
21-30,w,Mischling gross,,2007,w,tricolor
31-40,w,Englische Bulldogge,,2014,m,weiss/orange
51-60,w,Pekingese,,2015,m,braun
41-50,w,Yorkshire Terrier,,2009,w,braun
21-30,w,Golden Retriever,,2016,w,golden
51-60,w,Australian Shepherd,,2014,w,schwarz
51-60,w,Mischling gross,,2005,w,schwarz/beige
51-60,m,Shih Tzu,,2015,m,braun/schwarz
41-50,w,Mischling klein,,2012,m,weiss/braun
31-40,w,Bolonka Zwetna,,2006,m,beige
31-40,m,Französische Bulldogge,,2015,m,brindle
31-40,w,Zwergspitz,,2015,w,golden
21-30,m,Sibirischer Husky,,2014,w,braun/weiss
51-60,w,Zwergspitz,,2015,m,rehbraun
51-60,m,Chihuahua,,2012,w,braun/schwarz
51-60,m,Chihuahua,,2013,m,braun/weiss
71-80,m,Bayerischer Gebirgsschweisshund,,2015,m,hirschrot
Nov-20,w,Malteser,,2013,m,vierfarbig
51-60,w,Mischling klein,,2011,w,schwarz
21-30,w,Weimaraner,,2014,m,grau
21-30,w,Bichon frisé,,2009,w,weiss
21-30,w,Chihuahua,,2015,m,mehrfarbig
41-50,w,Bolonka Zwetna,,2016,w,zobel
21-30,w,Cavalier King Charles Spaniel,,2015,w,weiss/braun
41-50,m,Dachshund,,2007,m,saufarben
31-40,m,Englische Bulldogge,,2015,w,braun/weiss
21-30,w,Malteser,,2014,w,weiss
41-50,m,Ratenero Bodeguero,,2010,m,weiss/schwarz
31-40,w,Zwergspitz,,2015,m,orange
81-90,w,Pudel,,2007,w,grau
61-70,m,Berner Sennenhund,,2016,w,tricolor
31-40,m,Mischling gross,,2013,m,schwarz/braun
51-60,m,Foxterrier,,2015,m,tricolor
21-30,m,Pekingese,,2013,m,braun/weiss
21-30,w,Australian Shepherd,,2016,w,red merle
51-60,w,Zwergrauhaardackel,,2004,w,saufarben
41-50,w,Zwergspitz,,2013,w,orange
41-50,m,Yorkshire Terrier,,2016,w,schwarz
41-50,w,Yorkshire Terrier,,2013,w,black/tan
31-40,w,Whippet,,2016,m,sandfarbig
31-40,w,Chihuahua,,2009,m,weiss/braun
31-40,w,Labrador Retriever,,2016,m,silber
21-30,w,Mischling klein,,2010,w,braun
51-60,m,Labrador Retriever,,2014,m,schwarz
51-60,w,Bolonka Zwetna,,2016,m,golden
41-50,w,Chihuahua,,2007,m,grau/weiss
51-60,w,Jack Russel Terrier,,2015,w,braun/schwarz
21-30,w,Cocker Spaniel,,2004,m,braun/weiss
41-50,w,Bichon frisé,,2016,w,weiss
41-50,w,Mischling gross,,2014,m,schwarz/weiss
61-70,m,Rauhaar Dackel,,2015,w,rot/braun
31-40,w,Französische Bulldogge,,2013,w,fawn
31-40,w,Tibetan Spaniel,,2014,m,braun
31-40,w,Chihuahua,,2007,w,weiss/beige
31-40,w,Chihuahua,,2010,w,weiss/beige
21-30,w,Deutscher Pinscher,,2016,m,schwarz/braun/weiss
31-40,w,Deutsch Drahthaar,,2014,w,hellbraun
51-60,w,Coton de Tulear,,2004,m,weiss
51-60,m,Jack Russel Terrier,,2016,m,beige
21-30,w,Sibirischer Husky,,2014,w,schwarz/weiss
31-40,w,Mittelpudel,,2015,m,schwarz
31-40,m,Mops,,2014,m,beige
31-40,w,Französische Bulldogge,,2015,w,schwarz
61-70,w,Labrador Retriever,,2016,m,schwarz
71-80,w,Havaneser,Mischling,2012,m,weiss/grau
71-80,m,Phalène,,2015,m,weiss/rot
61-70,m,Parson Russell Terrier,,2016,m,tricolor
61-70,m,Appenzeller,,2013,m,tricolor
41-50,w,Zwergschnauzer,,2013,m,weiss
61-70,w,Bolonka Zwetna,,2015,w,schwarz/weiss
31-40,w,Mischling klein,,2016,m,weiss/braun
21-30,m,Labrador Retriever,Mischling,2015,m,schwarz/weiss
21-30,m,Husky,,2015,m,weiss
31-40,w,Mischling gross,,2012,w,braun/schwarz
71-80,w,Pudel,,2002,w,schwarz
Nov-20,m,Mops,,2015,m,beige
41-50,w,Malteser,,2009,m,weiss
41-50,w,Border Collie,,2016,m,schwarz/weiss
31-40,m,Havaneser,,2016,w,braun/weiss
31-40,m,Australian Shepherd,,2016,m,tricolor
21-30,m,Sibirischer Husky,,2015,m,braun/weiss
21-30,m,Terrier,Mischling,2013,m,weiss
Nov-20,m,Dogo Argentino,,2016,w,weiss
21-30,w,Zwergpudel,,2013,m,rot
31-40,w,Bichon frisé,,2016,m,weiss
51-60,w,Labrador Retriever,,2005,m,schwarz
31-40,m,Zwergspitz,,2015,w,weiss/grau
31-40,w,Mittelpudel,,2016,m,apricot
41-50,w,Yorkshire Terrier,,2014,m,schwarz/grau
31-40,w,Berner Sennenhund,,2010,m,tricolor
21-30,w,Kleinspitz,,2016,w,braun/weiss
31-40,m,Griffon,,2015,m,weiss/orange
31-40,w,Berner Sennenhund,,2015,w,tricolor
31-40,w,Dackel,,2015,m,braun/schwarz
31-40,m,Pointer,,2015,m,schwarz/weiss
31-40,m,Beagle,,2016,m,tricolor
31-40,w,Jack Russel Terrier,,2007,m,tricolor
51-60,m,Mischling gross,,2015,w,gestromt
Nov-20,m,Pinscher,,2015,m,braun
21-30,w,Boston Terrier,,2013,m,weiss gestromt
21-30,w,Boston Terrier,,2015,w,beige/weiss
21-30,w,Havaneser,,2016,w,braun/weiss
21-30,w,Chihuahua,,2014,w,creme
41-50,m,Spitz,,2015,m,weiss
41-50,m,Spitz,,2004,m,weiss
31-40,w,Labrador Retriever,,2015,m,beige
21-30,m,Spitz,,2015,w,weiss
41-50,w,Mischling klein,,2014,m,braun
21-30,m,Französische Bulldogge,,2016,m,schwarz
31-40,w,Bichon Havanais,,2016,m,weiss/braun
21-30,w,Chihuahua,,2016,w,weiss
51-60,w,Shetland Sheepdog,,2016,w,blue/merle
31-40,w,Jack Russel Terrier,,2015,m,weiss/braun
61-70,w,Border Terrier,,2015,w,red grizzle
21-30,w,Rhodesian Ridgeback,,2012,m,braun
21-30,w,Australian Cattle Dog,,2013,m,tricolor
31-40,m,Golden Retriever,,2004,m,blondfarben
21-30,w,Französische Bulldogge,,2015,m,schwarz/weiss
21-30,m,Mops,,2016,m,beige
41-50,w,Zwergpudel,,2016,m,apricot
51-60,w,Golden Retriever,Mischling,2015,w,blondfarben
21-30,w,Chihuahua,,2014,m,beige
41-50,m,Australian Shepherd,,2016,m,schwarz/weiss
61-70,m,Labrador Retriever,,2002,w,braun
51-60,w,Chihuahua,,2015,w,weiss
31-40,w,Chihuahua,,2015,m,black/tan
31-40,w,Yorkshire Terrier,,2009,w,black/tan
21-30,w,Shih Tzu,,2016,m,tricolor
41-50,w,Barbet,,2016,m,braun
41-50,w,Bichon frisé,,2006,m,weiss
31-40,m,Mischling klein,,2016,m,apricot
31-40,w,Shih Tzu,,2013,w,tricolor
31-40,w,Weimaraner,,2014,w,rehbraun
41-50,w,Pudel,Mischling,2010,m,weiss
21-30,w,Mischling gross,,2016,w,weiss/schwarz
41-50,m,Labrador Retriever,,2003,w,schwarz
41-50,w,Anatolischer Hirtenhund,,2010,m,braun/schwarz
21-30,m,Beagle,,2016,m,tricolor
61-70,m,Mischling gross,,2013,w,grau/beige
31-40,m,Französische Bulldogge,,2015,w,schwarz/weiss
71-80,w,Dachshund,Mischling,2008,w,schwarz
31-40,m,Französische Bulldogge,,2015,m,schwarz
31-40,m,Mischling klein,,2015,m,braun/weiss
31-40,m,Labrador Retriever,,2016,w,braun
21-30,m,Mops,,2010,m,beige
81-90,w,Chihuahua,,2004,w,blau/weiss
31-40,m,Französische Bulldogge,,2015,w,beige
21-30,w,Spitz,,2014,w,braun
31-40,w,Jack Russel Terrier,,2012,m,weiss/braun
41-50,w,Havaneser,,2013,m,braun/weiss
41-50,w,Beagle,,2016,w,tricolor
Nov-20,w,Chihuahua,,2016,w,hellbraun
31-40,m,Chihuahua,,2013,w,mehrfarbig
31-40,m,Parson Russell Terrier,,2006,w,tricolor
21-30,m,Zwergspitz,,2016,w,orange
21-30,w,Labrador Retriever,,2016,w,choco
21-30,w,Bolonka Zwetna,,2016,m,zobel
31-40,w,Mischling klein,,2016,w,tricolor
21-30,w,Labrador Retriever,Mischling,2013,m,gelb
31-40,m,Chihuahua,,2016,m,tricolor
41-50,w,Pinscher,,2011,m,schwarz/braun
31-40,w,Französische Bulldogge,,2016,m,gestromt
51-60,w,Bolonka Zwetna,,2016,w,braun
21-30,w,Zwergdachshund,,2016,w,braun
31-40,w,Parson Jack Russell Terrier,,2005,w,weiss/braun
41-50,w,Labrador Retriever,,2014,m,schwarz
51-60,w,Mischling klein,,2016,m,schwarz/braun
31-40,w,Beagle,,2015,m,schwarz/weiss/braun
31-40,m,Mischling klein,,2015,w,tricolor
31-40,w,Französische Bulldogge,,2015,m,fawn
31-40,w,Spitz,,2016,m,weiss
41-50,w,Husky,,2014,m,schwarz/grau/weiss
51-60,w,Yorkshire Terrier,,2016,m,black/tan
31-40,w,Französische Bulldogge,,2014,m,gestromt
21-30,w,Malteser,Mischling,2005,w,weiss
21-30,w,Mischling klein,,2015,w,tricolor
51-60,w,Kaninchen-Dachshund,,2010,w,schwarz/rot
21-30,w,Chihuahua,,2012,w,hellbraun
31-40,w,Parson Russell Terrier,,2016,m,tricolor
Nov-20,w,Mischling klein,,2012,m,schwarz/weiss
31-40,w,Malteser,,2001,w,weiss
31-40,m,Old Englische Bulldogge,,2016,m,tricolor
21-30,w,Mischling klein,,2015,m,schwarz/braun
31-40,w,Spitz,,2016,w,weiss
21-30,w,Deutscher Schäfer,,2008,w,schwarz/braun
51-60,w,Mischling gross,,2015,m,braun
61-70,w,Chihuahua,,2016,m,braun
31-40,w,Appenzeller Sennenhund,,2016,m,schwarz/weiss/braun
31-40,w,Jack Russel Terrier,,2003,w,tricolor
51-60,m,Labrador Retriever,,2003,w,schwarz
61-70,w,Foxterrier,,2016,w,schwarz/weiss
51-60,w,Lhasa Apso,,2016,m,grau/weiss/braun
31-40,m,Bulldog,,2010,m,braun/weiss
61-70,w,Papillon,,2016,w,schwarz/weiss
Nov-20,w,Zwergspitz,,2016,m,weiss/schwarz
21-30,w,Jack Russel Terrier,,2015,w,tricolor
41-50,w,Papillon,Mischling,2015,w,braun/weiss
31-40,w,Chihuahua,,2005,m,braun
41-50,w,Mischling gross,,2008,m,mehrfarbig
21-30,m,Rottweiler,,2016,m,schwarz/braun
31-40,w,Französische Bulldogge,,2011,w,schwarz
31-40,w,West Highland White Terrier,,2009,m,weiss
31-40,w,Border Collie,,2016,m,blue/tan
41-50,m,English Cocker Spaniel,,2016,w,rot
61-70,w,Malteser,,2016,m,weiss/braun
21-30,m,Mischling klein,,2015,m,braun
41-50,w,Zwergpudel,,2016,m,weiss/braun
31-40,m,Englische Bulldogge,,2016,w,braun
31-40,w,Shih Tzu,,2016,w,schwarz/weiss
31-40,w,Chihuahua,,2015,m,weiss/schwarz
51-60,w,Mischling klein,,2016,m,schwarz
21-30,w,Podenco,,2015,m,hellbraun/weiss
31-40,w,Jack Russel Terrier,,2006,w,tricolor
51-60,m,Malteser,,2012,m,weiss
31-40,m,Yorkshire Terrier,,2008,m,black/tan
31-40,w,Appenzeller Sennenhund,,2016,m,tricolor
21-30,w,Chihuahua,,2015,m,weiss/braun
21-30,w,Chihuahua,,2014,m,weiss/grau
71-80,w,Mischling klein,,2004,m,beige
71-80,w,Pekingese,,2007,m,schwarz/weiss
71-80,w,Chihuahua,,2006,m,braun
71-80,w,Dachshund,,2002,m,braun
Nov-20,m,Labrador Retriever,,2015,m,schwarz
31-40,w,Labrador Retriever,,2011,m,blondfarben
21-30,w,Mischling klein,,2015,m,schwarz
21-30,w,Yorkshire Terrier,,2005,m,schwarz/braun
31-40,w,Mischling gross,,2006,m,braun
41-50,w,Labrador Retriever,,2015,m,schwarz
21-30,m,Podenco,,2015,m,schwarz/weiss
41-50,w,Malteser,,2016,m,weiss
31-40,w,Französische Bulldogge,,2015,m,fawn
31-40,w,Französische Bulldogge,,2015,m,fawn
41-50,m,Labrador Retriever,,2009,w,schwarz
31-40,w,Chihuahua,,2015,w,schwarz/weiss
31-40,w,Mischling gross,,2015,w,braun
41-50,w,Havaneser,,2015,w,weiss
41-50,w,Havaneser,,2015,m,gelb
21-30,w,Pinscher,Mischling,2011,w,schwarz
41-50,m,Chihuahua,,2015,w,tricolor
51-60,w,Chihuahua,,2015,m,braun/schwarz
31-40,w,Zwergschnauzer,,2012,w,weiss
21-30,w,Mischling gross,,2013,m,hellbraun
21-30,w,Zwergspitz,,2015,m,weiss
51-60,w,Chihuahua,,2009,w,tricolor
21-30,m,Beagle,,2014,w,tricolor
21-30,m,Beagle,,2012,m,tricolor
51-60,m,Malteser,,2010,m,weiss
41-50,w,Bolonka Zwetna,,2015,m,schwarz/silber
21-30,w,Podenco,,2015,w,braun/gold
31-40,w,Mischling klein,,2010,w,weiss/braun
21-30,w,Mops,,2010,m,braun
21-30,w,Mops,,2009,m,braun
31-40,m,Mischling klein,,2012,w,schwarz
21-30,w,Bichon Havanais,,2003,m,sable
21-30,w,Mischling gross,,2014,m,schwarz
21-30,w,Cocker Spaniel,,2007,w,gelb
51-60,w,Podenco,,2010,m,braun gestromt
41-50,w,Labrador Retriever,,2015,w,braun
41-50,w,Französische Bulldogge,,2014,w,schwarz/weiss
41-50,w,Wasserhund,Mischling,2009,w,weiss
31-40,w,Chihuahua,,2013,w,schwarz/braun
21-30,w,Mischling klein,,2015,m,schwarz
31-40,m,Beagle,,2015,m,tricolor
21-30,w,Irish Setter,,2007,w,braun
31-40,w,Mops,,2014,w,beige
21-30,w,Französische Bulldogge,,2012,m,schwarz/weiss
21-30,w,Chihuahua,,2010,m,beige
51-60,m,Mischling klein,,1999,m,weiss/braun
21-30,m,Yorkshire Terrier,,2015,w,schwarz/braun
31-40,w,Mischling gross,,2011,m,schwarz
21-30,m,Malteser,,2015,m,weiss
31-40,m,Beagle,,2009,m,tricolor
31-40,m,Mischling klein,,2007,m,weiss/braun
41-50,w,Kromfohrländer,,2016,w,braun/weiss
31-40,w,Labrador Retriever,,2016,m,schwarz
Nov-20,w,Zwergspitz,,2015,m,weiss/braun
21-30,m,Old Englische Bulldogge,,2016,m,schwarz/weiss
21-30,m,Französische Bulldogge,,2016,m,gestromt
41-50,w,Mischling gross,,2005,w,schwarz/weiss
21-30,m,Appenzeller,Mischling,2012,m,braun/weiss
21-30,w,Mischling klein,,2014,w,beige
21-30,m,Zwergpinscher,,2015,m,braun
41-50,w,Bergamasker,Mischling,2012,m,braun/weiss
Nov-20,w,Appenzeller Sennenhund,Mischling,2011,m,hellbraun/weiss
21-30,w,Mischling klein,,2014,w,braun/weiss
51-60,m,Jack Russel Terrier,,2016,w,weiss/braun
61-70,w,Australian Terrier,,2009,m,rot
61-70,w,Australian Terrier,,2010,m,rot
31-40,w,Yorkshire Terrier,,2013,w,blue/steel
31-40,m,Whippet,,2012,m,sandfarbig
21-30,w,Mischling gross,,2008,w,schwarz
51-60,w,Yorkshire Terrier,,2016,m,black/tan
41-50,w,Deutscher Boxer,,2015,m,gestromt
21-30,w,Jack Russel Terrier,,2015,w,tricolor
21-30,w,Zwergspitz,,2011,w,weiss
41-50,m,Labrador Retriever,,2016,m,gelb
41-50,w,Toypudel,,2015,m,schwarz
21-30,w,Malteser,,2014,w,weiss
51-60,w,Jack Russel Terrier,,2016,m,weiss/schwarz
21-30,w,Französische Bulldogge,,2014,w,weiss/schwarz
21-30,w,Labrador Retriever,,2016,w,blondfarben
21-30,m,Französische Bulldogge,,2016,m,blue-brindle
21-30,w,Mischling gross,,2016,w,schwarz/braun
31-40,m,Dackel,,2008,m,schwarz/braun
41-50,w,Australien Kelpie,,2010,w,schwarz/braun
41-50,w,Chihuahua,,2014,m,schwarz/weiss
31-40,w,Shih Tzu,,2005,w,weiss/braun
41-50,w,Chihuahua,,2013,m,beige
41-50,w,Chihuahua,,2014,m,tricolor
41-50,w,Chihuahua,,2014,m,weiss
31-40,w,Parson Russell Terrier,,2012,w,weiss/braun
21-30,m,Mischling gross,,2014,m,schwarz/weiss
31-40,w,Labrador Retriever,,2016,w,braun
31-40,w,Yorkshire Terrier,,2014,w,steelblue/tan
21-30,w,Boxer,,2012,m,braun/weiss
21-30,w,Shetland Sheepdog,,2008,w,blue/merle
21-30,m,Pinscher,,2014,m,schwarz
31-40,w,Zwergspitz,,2013,w,orange
21-30,w,Zwergdackel,,2016,w,hellbraun/weiss
21-30,m,Boxer,,2013,m,beige/weiss
21-30,w,Zwergspitz,,2013,w,weiss
41-50,w,Cocker Spaniel,Mischling,2014,w,schwarz/braun/weiss
21-30,w,Golden Retriever,,2014,w,beige
61-70,m,Havaneser,,2007,w,weiss/schwarz
21-30,w,Chihuahua,,2015,w,hellbraun/weiss
61-70,m,Barbet,,2016,m,braun/weiss
41-50,w,West Highland White Terrier,,2014,m,weiss
31-40,w,Border Collie,,2011,m,schwarz/weiss
31-40,w,Yorkshire Terrier,,2015,w,braun
21-30,m,Cocker Spaniel,,2014,w,beige
31-40,w,Französische Bulldogge,,2013,m,beige
31-40,m,Golden Retriever,,2016,w,golden
51-60,m,Volpino,,2013,w,schwarz
Nov-20,w,Mischling gross,,2015,m,hellbraun
41-50,m,Chihuahua,,2011,w,weiss
31-40,w,Französische Bulldogge,,2015,m,schwarz
51-60,m,Magyar Viszla,,2016,m,braun
31-40,m,Französische Bulldogge,,2016,m,blondfarben
51-60,w,Riesenschnauzer,,2004,w,schwarz
21-30,w,Border Terrier,,2015,w,red grizzle
41-50,w,Podenco,,2014,m,hellbraun/weiss
31-40,m,Beagle,,2016,m,tricolor
21-30,w,Holländischer Schäfer,,2015,w,gestromt
31-40,w,Mischling klein,,2014,w,weiss/braun
31-40,m,Beagle,,2013,m,tricolor
31-40,w,Labrador Retriever,,2006,m,schwarz
31-40,w,Zwergpudel,,2016,w,black/tan
41-50,m,Australian Shepherd,,2016,w,rot
21-30,w,Pudel,,2016,m,rot
61-70,w,Berner Sennenhund,,2016,m,schwarz/weiss
31-40,w,Mops,,2010,m,beige
41-50,w,English Cocker Spaniel,,2010,m,rot
21-30,w,Labrador Retriever,,2014,m,rot
Nov-20,m,Dogo Argentino,,2015,w,weiss
31-40,m,Golden Retriever,,2016,w,golden
51-60,w,Pudel,,2016,w,weiss
61-70,m,Havaneser,,2016,m,creme
21-30,w,Golden Retriever,Mischling,2015,w,schwarz
71-80,w,Mischling klein,,2004,w,braun/weiss
41-50,m,Chihuahua,,2010,w,weiss/beige
51-60,m,Englische Bulldogge,,2013,w,weiss/braun/schwarz
21-30,w,Pinscher,,2014,w,schwarz/braun
51-60,w,Französische Bulldogge,,2016,w,gestromt
51-60,w,Mops,,2016,w,beige
51-60,w,Mischling klein,,2011,w,braun
31-40,w,Parson Jack Russell Terrier,,2016,m,tricolor
21-30,w,Chihuahua,,2012,w,schwarz/braun
21-30,w,Chihuahua,,2011,m,beige
31-40,w,Mischling gross,,2015,w,weiss/schwarz/braun
21-30,w,Havaneser,,2015,m,rot/weiss
31-40,m,Golden Retriever,,2004,m,golden
41-50,m,Zwergpudel,,2016,m,rot
51-60,w,Shih Tzu,,2015,m,weiss/braun
31-40,w,Magyar Viszla,,2013,m,golden
41-50,m,Berner Sennenhund,,2016,w,tricolor
Nov-20,w,Malinois,,2016,w,braun/schwarz
51-60,m,Airedale Terrier,,2006,m,black/tan
31-40,m,English Springer Spaniel,,2010,m,braun/weiss
31-40,m,English Springer Spaniel,,2014,w,braun/weiss
Nov-20,m,Schäfer,,2015,m,schwarz/beige
41-50,w,Berner Sennenhund,,2015,w,beige/braun
61-70,m,Tibet Terrier,,2016,w,schwarz/weiss
41-50,w,Mischling gross,,2016,m,schwarz
41-50,m,Golden Retriever,,2016,m,beige
51-60,w,Nova Scotia Duck Tolling Retriever,,2007,w,rot/weiss
41-50,w,Mischling klein,,2014,m,weiss
21-30,m,Mischling gross,,2015,m,schwarz/braun
51-60,w,Bearded Collie,,2008,m,tricolor
71-80,w,Mischling klein,,2010,w,schwarz/weiss
21-30,w,Kooiker,,2016,w,weiss/rot
41-50,m,Welsh Terrier,,2010,m,schwarz/braun
71-80,w,Lagotto Romagnolo,,2008,m,orange
51-60,m,Husky,Mischling,2003,w,rot/weiss
61-70,w,Malteser,Mischling,2012,w,weiss/beige
31-40,m,Mischling klein,,2016,m,grau/weiss
51-60,w,Pinscher,,2016,m,rot
31-40,w,Parson Russell Terrier,,2015,m,weiss/braun
31-40,w,Chihuahua,,2010,m,braun
21-30,m,Französische Bulldogge,,2016,m,rotbraun
21-30,w,Chihuahua,,2010,m,braun
31-40,m,Mischling klein,,2016,m,beige
21-30,w,Australian Shepherd,,2010,m,vierfarbig
51-60,m,Labrador Retriever,,2010,m,schwarz
21-30,w,Jack Russel Terrier,,2009,m,tricolor
21-30,w,Zwergspitz,,2016,m,braun
41-50,w,Pinscher,,2014,w,schwarz
41-50,w,Pinscher,,2013,m,schwarz/braun
41-50,w,Pinscher,,2014,w,schwarz
51-60,m,Pointer,Mischling,2013,m,schwarz/weiss
41-50,w,Zwergspitz,,2009,w,braun
31-40,w,Mischling gross,,2008,m,braun
31-40,m,Beagle,,2016,m,braun/schwarz/weiss
